PROVINCE,DIVISION,DISTRICT,TEHSIL,NOW_POPULATION,POPULATION 1998,FEMALE_POPULATION,MALE_POPULATION,AREA (sq.km),AVG_HOUSEHOLD_SIZE,TRANSGENDER_POPULATION,SEX_RATIO,ANNUAL_GROWTH_RATE,Population Density,POPULATION_INCREASE
PUNJAB,LAHORE DIVISION,KASUR DISTRICT,CHUNIAN TEHSIL,826323,584567,400033,426240,1212.0,12.73,50,106.0910845,1.2553,681.7846534653465,241756
PUNJAB,LAHORE DIVISION,KASUR DISTRICT,KASUR TEHSIL,1333583,902792,642601,690890,1493.0,13.09,92,108.0310663,2.03213,893.2237106496985,430791
PUNJAB,LAHORE DIVISION,KASUR DISTRICT,KOT RADHA KISHAN TEHSIL,360523,232911,173628,186871,398.0,13.17,24,108.1810482,2.36211,905.8366834170854,127612
PUNJAB,LAHORE DIVISION,KASUR DISTRICT,PATTOKI TEHSIL,934452,634236,449782,484616,892.0,13.04,54,108.0510647,1.9824,1047.591928251121,300216
PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,LAHORE CANTT TEHSIL,1632702,918730,775333,857133,466.0,6.17,236,0.011055,100.0427,3503.6523605150214,713972
PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,LAHORE CITY TEHSIL,3653616,2219399,1746900,1905921,214.0,6.25,795,0.01091,100.0301,17072.971962616823,1434217
PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,MODEL TOWN TEHSIL,2703569,1409228,1281762,1421291,353.0,6.11,516,0.011089,100.0466,7658.835694050991,1294341
PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,RAIWIND TEHSIL,848541,357934,400031,448403,467.0,6.34,107,0.011209,100.01978,1817.0042826552462,490607
PUNJAB,LAHORE DIVISION,LAHORE DISTRICT,SHALIMAR TEHSIL,2281557,1434823,1099956,1181239,272.0,6.35,362,0.010739,100.0328,8388.077205882353,846734
PUNJAB,LAHORE DIVISION,NANKANA SAHIB DISTRICT,NANKANA SAHIB TEHSIL,884006,683963,431819,452096,1662.0,12.26,91,105.0310237,1.21252,531.8929001203369,200043
PUNJAB,LAHORE DIVISION,NANKANA SAHIB DISTRICT,SANGLA HILL TEHSIL,227604,188020,113212,114366,223.0,12.780000000000001,26,100.661020,0.99105,1020.6457399103139,39584
PUNJAB,LAHORE DIVISION,NANKANA SAHIB DISTRICT,SHAH KOT TEHSIL,243376,172882,119527,123812,331.0,12.379999999999999,37,103.0710479,1.27335,735.2749244712991,70494
PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,794489,396069,381815,412579,511.0,13.25,95,108.310762,3.26468,1554.7729941291584,398420
PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,639589,452369,311226,328326,1028.0,13.43,37,106.0510438,1.7121,622.1682879377432,187220
PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,272807,227715,134563,138206,461.0,13.02,38,103.69916,1.01073,591.7722342733189,45092
PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,197459,150747,96370,101077,375.0,12.92,12,105.6310216,1.2621,526.5573333333333,46712
PUNJAB,LAHORE DIVISION,SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,1555660,1049264,749268,806195,1369.0,13.09,197,108.910559,1.8257,1136.3476990504018,506396
PUNJAB,MULTAN DIVISION,KHANEWAL DISTRICT,JAHANIAN TEHSIL,343425,249574,170487,172917,549.0,12.7,21,101.5810039,1.533,625.5464480874317,93851
PUNJAB,MULTAN DIVISION,KHANEWAL DISTRICT,KABIRWALA TEHSIL,958596,663878,469256,489255,1804.0,12.649999999999999,85,104.5810254,1.922,531.3725055432373,294718
PUNJAB,MULTAN DIVISION,KHANEWAL DISTRICT,KHANEWAL TEHSIL,856257,607012,420039,436109,784.0,12.0,109,103.6810414,1.3331,1092.1645408163265,249245
PUNJAB,MULTAN DIVISION,KHANEWAL DISTRICT,MIAN CHANNU TEHSIL,761955,548026,377490,384387,1212.0,12.54,78,101.910146,1.76168,628.6757425742575,213929
PUNJAB,MULTAN DIVISION,LODHRAN DISTRICT,DUNYAPUR TEHSIL,495217,350202,245944,249231,889.0,12.57,42,101.3210146,1.84181,557.0494938132733,145015
PUNJAB,MULTAN DIVISION,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,500963,361532,245353,255569,778.0,12.2,41,104.1510423,1.7184,643.9113110539846,139431
PUNJAB,MULTAN DIVISION,LODHRAN DISTRICT,LODHRAN TEHSIL,703513,460066,346859,356594,1111.0,13.19,60,103.1210129,2.1313,633.2250225022502,243447
PUNJAB,MULTAN DIVISION,MULTAN DISTRICT,JALALPUR PIRWALA TEHSIL,554971,364716,273759,281167,978.0,12.19,45,102.8210187,2.03396,567.4550102249489,190255
PUNJAB,MULTAN DIVISION,MULTAN DISTRICT,MULTAN CITY TEHSIL,2259115,1381478,1097834,1161032,304.0,12.27,249,107.6610531,1.88281,7431.299342105263,877637
PUNJAB,MULTAN DIVISION,MULTAN DISTRICT,MULTAN SADDAR TEHSIL,1323076,950034,638807,684064,1632.0,11.78,205,105.613157,2.3287,810.7083333333334,373042
PUNJAB,MULTAN DIVISION,MULTAN DISTRICT,SHUJABAD TEHSIL,609004,420623,300008,308932,806.0,12.379999999999999,64,102.8310397,1.99177,755.5880893300248,188381
PUNJAB,MULTAN DIVISION,VEHARI DISTRICT,BUREWALA TEHSIL,1019659,730583,505690,513857,1295.0,12.48,112,101.8110094,1.63224,787.3814671814672,289076
PUNJAB,MULTAN DIVISION,VEHARI DISTRICT,MAILSI TEHSIL,953610,704878,474465,479049,1639.0,12.48,96,101.0110065,1.55195,581.8242830994509,248732
PUNJAB,MULTAN DIVISION,VEHARI DISTRICT,VEHARI TEHSIL,928812,654955,457834,470890,1430.0,12.52,88,102.8610282,1.77231,649.5188811188812,273857
PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,ATTOCK TEHSIL,435203,261829,210776,224394,1002.0,12.3,33,101.1111238,2.32315,434.33433133732535,173374
PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,FATEH JANG TEHSIL,326433,214256,163751,162656,1249.0,12.719999999999999,26,99.1510003,1.71506,261.35548438751,112177
PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,217109,135856,107056,110047,350.0,13.27,6,102.810277,2.41271,620.3114285714286,81253
PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,HAZRO TEHSIL,340189,238941,172142,168015,348.0,12.739999999999998,32,97.26994,1.96144,977.5545977011494,101248
PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,JAND TEHSIL,295513,228349,154674,140819,2043.0,11.33,20,90.879195,0.84553,144.6465981399902,67164
PUNJAB,RAWALPINDI DIVISION,ATTOCK DISTRICT,PINDI GHEB TEHSIL,271931,195704,139198,132719,1865.0,11.73,14,95.1966,1.6622,145.80750670241287,76227
PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,CHAKWAL TEHSIL,656527,475500,341357,315097,2167.0,11.42,73,90.769832,1.44288,302.9658514074758,181027
PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,CHOA SAIDAN SHAH TEHSIL,141942,105256,72050,69884,473.0,11.44,8,95.9610264,1.39277,300.08879492600425,36686
PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,KALLAR KAHAR TEHSIL,169238,122548,85405,83823,953.0,10.690000000000001,10,95.2310721,0.15,177.58447009443861,46690
PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,LAWA TEHSIL,125770,95626,65460,60304,910.0,10.91,6,92.229142,0.75,138.2087912087912,30144
PUNJAB,RAWALPINDI DIVISION,CHAKWAL DISTRICT,TALA GANG TEHSIL,401986,284795,207894,194070,2022.0,11.22,22,92.639724,1.66282,198.80613254203757,117191
PUNJAB,RAWALPINDI DIVISION,JHELUM DISTRICT,DINA TEHSIL,238465,183373,119540,118898,678.0,11.95,27,93.4311457,1.24175,351.71828908554573,55092
PUNJAB,RAWALPINDI DIVISION,JHELUM DISTRICT,JHELUM TEHSIL,445232,333569,223729,221442,586.0,11.719999999999999,61,94.641051,1.66136,759.7815699658703,111663
PUNJAB,RAWALPINDI DIVISION,JHELUM DISTRICT,PIND DADAN KHAN TEHSIL,336841,263615,172404,164411,1176.0,11.620000000000001,26,93.9210171,1.2171,286.42942176870747,73226
PUNJAB,RAWALPINDI DIVISION,JHELUM DISTRICT,SOHAWA TEHSIL,201865,156400,105189,96655,1147.0,11.8,21,91.39953,1.06387,175.99389712292938,45465
PUNJAB,RAWALPINDI DIVISION,RAWALPINDI DISTRICT,GUJAR KHAN TEHSIL,678062,494010,350983,326998,1457.0,12.350000000000001,81,92.149851,1.49273,465.382292381606,184052
PUNJAB,RAWALPINDI DIVISION,RAWALPINDI DISTRICT,KAHUTA TEHSIL,220746,153719,112733,108003,637.0,11.629999999999999,10,94.151003,0.92622,346.54003139717423,67027
PUNJAB,RAWALPINDI DIVISION,RAWALPINDI DISTRICT,KALLAR SAYADDAN TEHSIL,217061,158120,113304,103736,459.0,12.15,21,91.459186,0.15,472.89978213507624,58941
PUNJAB,RAWALPINDI DIVISION,RAWALPINDI DISTRICT,KOTLI SATTIAN TEHSIL,119295,82711,58980,60300,304.0,9.719999999999999,15,102.2310227,0.83,392.41776315789474,36584
PUNJAB,RAWALPINDI DIVISION,RAWALPINDI DISTRICT,MURREE TEHSIL,233017,176599,113476,119517,434.0,11.25,24,99.1810843,3.681105,536.905529953917,56418
PUNJAB,RAWALPINDI DIVISION,RAWALPINDI DISTRICT,RAWALPINDI TEHSIL,3256641,1927612,1583769,1672017,1682.0,12.11,855,103.7910657,4.32211,1936.1718192627825,1329029
PUNJAB,RAWALPINDI DIVISION,RAWALPINDI DISTRICT,TAXILA TEHSIL,677558,371140,331844,345609,312.0,12.55,105,102.7810463,2.99329,2171.6602564102564,306418
PUNJAB,SAHIWAL DIVISION,OKARA DISTRICT,DEPALPUR TEHSIL,1375785,1030836,669560,706111,2502.0,12.16,114,105.8610427,1.21261,549.8741007194244,344949
PUNJAB,SAHIWAL DIVISION,OKARA DISTRICT,OKARA TEHSIL,1206319,862364,581263,624928,1241.0,12.71,128,105.0711182,1.34262,972.0539887187751,343955
PUNJAB,SAHIWAL DIVISION,OKARA DISTRICT,RENALA KHURD TEHSIL,458722,339792,225248,233431,634.0,11.76,43,104.0410068,1.45275,723.5362776025237,118930
PUNJAB,SAHIWAL DIVISION,PAKPATTAN DISTRICT,ARIF WALA TEHSIL,855029,603096,421340,433582,1241.0,11.86,107,102.9810243,1.822,688.9838839645447,251933
PUNJAB,SAHIWAL DIVISION,PAKPATTAN DISTRICT,PAKPATTAN TEHSIL,969199,683584,474559,494528,1483.0,11.899999999999999,112,104.4310322,1.7257,653.5394470667566,285615
PUNJAB,SAHIWAL DIVISION,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,1024180,787062,508596,515467,1591.0,12.46,117,101.3910092,1.3914,643.7335009428033,237118
PUNJAB,SAHIWAL DIVISION,SAHIWAL DISTRICT,SAHIWAL TEHSIL,1488831,1056132,727523,761179,1610.0,12.620000000000001,129,105.081035,1.35324,924.739751552795,432699
PUNJAB,SARGODHA DIVISION,BHAKKAR DISTRICT,BHAKKAR TEHSIL,683939,424488,334234,349665,2427.0,12.629999999999999,40,104.3510598,2.52262,281.80428512566954,259451
PUNJAB,SARGODHA DIVISION,BHAKKAR DISTRICT,DARYA KHAN TEHSIL,360427,233410,175223,185169,1719.0,11.59,35,105.6310585,2.39205,209.67248400232694,127017
PUNJAB,SARGODHA DIVISION,BHAKKAR DISTRICT,KALUR KOT TEHSIL,346591,223676,169570,176979,2239.0,12.719999999999999,42,104.5310346,2.39199,154.79723090665476,122915
PUNJAB,SARGODHA DIVISION,BHAKKAR DISTRICT,MANKERA TEHSIL,256895,169882,125642,131243,1768.0,11.68,10,104.5410313,2.19228,145.30260180995475,87013
PUNJAB,SARGODHA DIVISION,KHUSHAB DISTRICT,KHUSHAB TEHSIL,690157,480109,345277,344824,2115.0,12.2,56,99.0510096,1.65231,326.31536643026004,210048
PUNJAB,SARGODHA DIVISION,KHUSHAB DISTRICT,NOORPUR TEHSIL,242831,174683,120903,121900,2500.0,11.59,28,100.71022,1.77143,97.1324,68148
PUNJAB,SARGODHA DIVISION,KHUSHAB DISTRICT,NOWSHERA TEHSIL,117356,87922,61170,56179,816.0,11.149999999999999,7,91.859177,1.44228,143.8186274509804,29434
PUNJAB,SARGODHA DIVISION,KHUSHAB DISTRICT,QUAIDABAD TEHSIL,230028,162997,115441,114571,1080.0,12.530000000000001,16,99.0210151,1.71311,212.98888888888888,67031
PUNJAB,SARGODHA DIVISION,MIANWALI DISTRICT,ISAKHEL TEHSIL,374194,256497,190792,183377,1863.0,13.36,25,95.639779,1.6435,200.85560923242082,117697
PUNJAB,SARGODHA DIVISION,MIANWALI DISTRICT,MIANWALI TEHSIL,766357,532156,381507,384784,2689.0,12.3,66,99.7110584,1.94192,284.99702491632576,234201
PUNJAB,SARGODHA DIVISION,MIANWALI DISTRICT,PIPLAN TEHSIL,402050,267967,198203,203808,1288.0,12.870000000000001,39,103.0810203,2.41142,312.1506211180124,134083
PUNJAB,SARGODHA DIVISION,SARGODHA DISTRICT,BHALWAL TEHSIL,356206,254732,177148,179025,663.0,11.11,33,100.8410148,1.4824,537.26395173454,101474
PUNJAB,SARGODHA DIVISION,SARGODHA DISTRICT,BHERA TEHSIL,314369,226365,157746,156593,504.0,11.809999999999999,30,98.8410111,1.78156,623.7480158730159,88004
PUNJAB,SARGODHA DIVISION,SARGODHA DISTRICT,KOT MOMIN TEHSIL,451978,338790,221680,230247,948.0,12.67,51,103.9810319,1.44204,476.7700421940928,113188
PUNJAB,SARGODHA DIVISION,SARGODHA DISTRICT,SARGODHA TEHSIL,1535152,1081459,755423,779503,1536.0,12.46,226,103.4210288,1.81192,999.4479166666666,453693
PUNJAB,SARGODHA DIVISION,SARGODHA DISTRICT,SHAHPUR TEHSIL,353325,262747,175990,177319,769.0,11.91,16,99.8710453,1.57155,459.4603381014304,90578
PUNJAB,SARGODHA DIVISION,SARGODHA DISTRICT,SILLANWALI TEHSIL,344487,254281,170384,174071,607.0,12.88,32,102.1710214,1.5262,567.5238879736409,90206
SINDH,Badin Division,BADIN DISTRICT,BADIN TALUKA,454576,289259,220003,234513,1816.0,9.91,60,106.910586,2.02348,250.31718061674007,165317
SINDH,Badin Division,BADIN DISTRICT,GOLARCHI (S.F.RAHU) TALUKA,334440,182691,161490,172921,1642.0,10.5,29,107.0110744,2.88557,203.67844092570036,151749
SINDH,Badin Division,BADIN DISTRICT,MATLI TALUKA,444700,283273,215928,228721,1143.0,10.46,51,106.0510547,2.26291,389.0638670166229,161427
SINDH,Badin Division,BADIN DISTRICT,TALHAR TALUKA,172014,107902,83602,88396,569.0,9.65,16,106.2810436,1.98401,302.30931458699473,64112
SINDH,Badin Division,BADIN DISTRICT,TANDO BAGO TALUKA,399228,243147,192566,206626,1688.0,9.57,36,107.3410706,2.22613,236.50947867298578,156081
SINDH,Hyderabad Division,DADU DISTRICT,DADU TALUKA,461665,327972,223879,237753,846.0,10.82,33,106.6510551,1.29272,545.7033096926714,133693
SINDH,Hyderabad Division,DADU DISTRICT,JOHI TALUKA,294389,207383,143194,151144,3509.0,10.280000000000001,51,105.8910253,1.79254,83.89541179823311,87006
SINDH,Hyderabad Division,DADU DISTRICT,KHAIRPUR NATHAN SHAH TALUKA,334477,253309,162952,171465,2583.0,10.77,60,104.8610657,1.34197,129.4916763453349,81168
SINDH,Hyderabad Division,DADU DISTRICT,MEHAR TALUKA,459859,318053,224455,235338,928.0,11.190000000000001,66,104.9110462,1.6349,495.5377155172414,141806
SINDH,Hyderabad Division,HYDERABAD DISTRICT,HYDERABAD CITY TALUKA,725153,525299,347701,377362,43.0,5.03,90,0.010853,0.0179,16864.023255813954,199854
SINDH,Hyderabad Division,HYDERABAD DISTRICT,HYDERABAD TALUKA,466306,290432,224369,241889,711.0,10.239999999999998,48,107.3310976,1.84682,655.845288326301,175874
SINDH,Hyderabad Division,HYDERABAD DISTRICT,LATIFABAD TALUKA,703690,563761,338011,365533,204.0,4.91,146,0.010814,0.0134,3449.4607843137255,139929
SINDH,Hyderabad Division,HYDERABAD DISTRICT,QASIMABAD TALUKA,304779,115374,144326,160432,35.0,5.03,21,0.011116,0.0585,8707.971428571429,189405
SINDH,Hyderabad Division,JAMSHORO DISTRICT,KOTRI TALUKA,438063,207574,206443,231542,1051.0,11.24,78,115.9611031,0.02848,416.8058991436727,230489
SINDH,Hyderabad Division,JAMSHORO DISTRICT,MANJHAND TALUKA,140766,100105,67464,73297,2303.0,10.31,5,109.2110551,1.36548,61.12288319583153,40661
SINDH,Hyderabad Division,JAMSHORO DISTRICT,SEHWAN TALUKA,269817,170589,130214,139565,2160.0,10.04,38,106.810779,1.64403,124.91527777777777,99228
SINDH,Hyderabad Division,JAMSHORO DISTRICT,THANO BULA KHAN TALUKA,145262,103826,66581,78665,5690.0,11.26,16,119.4110775,1.9086,25.529349736379615,41436
SINDH,Hyderabad Division,MATIARI DISTRICT,HALA TALUKA,262639,161981,127127,135494,488.0,11.530000000000001,18,106.1410712,1.68391,538.1946721311475,100658
SINDH,Hyderabad Division,MATIARI DISTRICT,MATIARI TALUKA,341110,218065,165080,175985,568.0,10.27,45,106.4910739,2.4221,600.5457746478874,123045
SINDH,Hyderabad Division,MATIARI DISTRICT,SAEEDABAD TALUKA,166291,114198,80834,85443,361.0,10.82,14,105.6410614,1.96227,460.6398891966759,52093
SINDH,Hyderabad Division,SUJAWAL DISTRICT,JATI TALUKA,201868,123957,96989,104853,3489.0,10.23,26,108.2510588,2.61237,57.85841215247922,77911
SINDH,Hyderabad Division,SUJAWAL DISTRICT,MIRPUR BATHORO TALUKA,190520,135349,91353,99141,698.0,5.12,26,108.5300,1.81,272.9512893982808,55171
SINDH,Hyderabad Division,SUJAWAL DISTRICT,SHAH BUNDER TALUKA,162321,103740,77859,84435,3074.0,10.02,27,109.010466,2.6107,52.80448926480156,58581
SINDH,Hyderabad Division,SUJAWAL DISTRICT,SUJAWAL TALUKA,178810,117414,85903,92884,746.0,10.52,23,108.1210816,2.32148,239.69168900804289,61396
SINDH,Hyderabad Division,SUJAWAL DISTRICT,CHAMBER TALUKA,209325,138157,101707,107593,483.0,10.07,25,105.8410554,2.21221,433.3850931677019,71168
SINDH,Hyderabad Division,TANDO ALLAHYAR DISTRICT,JHANDO MARI TALUKA,259356,152600,125639,133682,626.0,9.93,35,106.4610606,2.41662,414.3067092651757,106756
SINDH,Hyderabad Division,TANDO ALLAHYAR DISTRICT,TANDO ALLAHYAR TALUKA,191239,130486,92115,99101,445.0,9.99,23,107.6110736,1.5,429.7505617977528,60753
SINDH,Hyderabad Division,TANDO ALLAHYAR DISTRICT,BULRI SHAH KARIM TALUKA,444545,249003,215244,229233,770.0,10.23,68,106.2310679,2.16432,577.3311688311688,195542
SINDH,Hyderabad Division,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,157276,119000,76552,80703,390.0,10.49,21,105.3710664,1.45216,403.2717948717949,38276
SINDH,Hyderabad Division,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,187324,100794,90190,97105,263.0,10.68,29,107.251096,2.24,712.2585551330799,86530
SINDH,Hyderabad Division,TANDO MUHAMMAD KHAN DISTRICT,GHORABARI TALUKA,252712,170878,121621,131070,1018.0,10.23,21,108.641065,1.9236,248.24361493123772,81834
SINDH,Hyderabad Division,THATTA DISTRICT,KETI BUNDER TALUKA,78631,38897,37580,41048,771.0,10.39,3,110.2510682,1.88,101.98573281452659,39734
SINDH,Hyderabad Division,THATTA DISTRICT,MIRPUR SAKRO TALUKA,298831,177689,143431,155391,2958.0,10.02,9,108.3710643,2.77282,101.02467883705206,121142
SINDH,Hyderabad Division,THATTA DISTRICT,THATTA TALUKA,351956,239909,169044,182903,3823.0,10.88,9,108.2410791,1.82368,92.06277792309704,112047
SINDH,Hyderabad Division,THATTA DISTRICT,GULBERG TEHSIL,101876,37515,49606,52259,14.0,5.67,11,0.010535,0.0539,7276.857142857143,64361
SINDH,Karachi Division,KARACHI CENTRAL DISTRICT,LIAQUATABAD TEHSIL,496094,423517,238090,257941,6.0,5.12,63,0.010834,0.0083,82682.33333333333,72577
SINDH,Karachi Division,KARACHI CENTRAL DISTRICT,NAZIMABAD TEHSIL,449098,388078,215513,233469,8.0,5.28,116,0.010833,0.0077,56137.25,61020
SINDH,Karachi Division,KARACHI CENTRAL DISTRICT,NEW KARACHI TEHSIL,446347,366081,213259,233024,18.0,5.43,64,0.010927,0.0105,24797.055555555555,80266
SINDH,Karachi Division,KARACHI CENTRAL DISTRICT,NORTH NAZIMABAD TEHSIL,871245,580472,418282,452843,23.0,5.81,120,0.010826,0.0216,37880.217391304344,290773
SINDH,Karachi Division,KARACHI CENTRAL DISTRICT,FEROZABAD TEHSIL,708598,530923,343716,364751,20.0,5.53,131,0.010612,0.0153,35429.9,177675
SINDH,Karachi Division,KARACHI EAST DISTRICT,GULSHAN-E-IQBAL TEHSIL,761631,521369,360249,401237,29.0,5.33,145,0.011138,0.0201,26263.137931034482,240262
SINDH,Karachi Division,KARACHI EAST DISTRICT,GULZAR-E-HIJRI TEHSIL,841800,415380,408298,433347,79.0,5.33,155,0.010613,0.0378,10655.696202531646,426420
SINDH,Karachi Division,KARACHI EAST DISTRICT,JAMSHED QUARTERS TEHSIL,792451,130066,370756,421544,11.0,6.56,151,0.01137,0.0996,72041.0,662385
SINDH,Karachi Division,KARACHI EAST DISTRICT,ARAM BAGH TEHSIL,479433,380714,228699,250660,4.0,5.42,74,0.01096,0.0122,119858.25,98719
SINDH,Karachi Division,KARACHI SOUTH DISTRICT,CIVIL LINES TEHSIL,128313,137742,58990,69314,73.0,4.99,9,0.01175,0.0037,1757.7123287671234,-9429
SINDH,Karachi Division,KARACHI SOUTH DISTRICT,GARDEN TEHSIL,473119,281590,217438,255640,4.0,5.24,41,0.011757,0.0276,118279.75,191529
SINDH,Karachi Division,KARACHI SOUTH DISTRICT,LYARI TEHSIL,363967,325716,174945,188988,6.0,5.32,34,0.010803,0.0059,60661.166666666664,38251
SINDH,Karachi Division,KARACHI SOUTH DISTRICT,SADDAR TEHSIL,661926,594966,320658,341179,35.0,5.81,89,0.01064,0.0056,18912.17142857143,66960
SINDH,Karachi Division,KARACHI SOUTH DISTRICT,BALDIA TEHSIL,141905,128664,66318,75570,34.0,5.21,17,0.011395,0.0052,4173.676470588235,13241
SINDH,Karachi Division,KARACHI WEST DISTRICT,HARBOUR TEHSIL,832583,402463,397480,434973,50.0,6.4,130,0.010943,0.0389,16651.66,430120
SINDH,Karachi Division,KARACHI WEST DISTRICT,MANGHOPIR TEHSIL,562019,343532,263203,298765,342.0,12.79,51,110.7711463,1.49316,1643.330409356725,218487
SINDH,Karachi Division,KARACHI WEST DISTRICT,MAURIPUR TEHSIL,672286,38055,320710,351526,450.0,11.96,50,110.9710931,6.31,1493.9688888888888,634231
SINDH,Karachi Division,KARACHI WEST DISTRICT,MOMINABAD TEHSIL,70611,35879,32578,38030,19.0,6.39,3,0.011674,0.0362,3716.3684210526317,34732
SINDH,Karachi Division,KARACHI WEST DISTRICT,ORANGI TEHSIL,845797,660921,407422,438296,9.0,5.78,79,0.010758,0.015,93977.44444444444,184876
SINDH,Karachi Division,KARACHI WEST DISTRICT,SITE TEHSIL,520195,319177,248524,271646,25.0,6.29,25,0.01093,0.026,20807.8,201018
SINDH,Karachi Division,KARACHI WEST DISTRICT,KORANGI TEHSIL,403574,327639,180663,222883,59.0,6.23,28,0.012337,0.011,6840.237288135593,75935
SINDH,Karachi Division,KORANGI DISTRICT,LANDHI TEHSIL,1126141,529837,531253,594709,19.0,6.05,179,0.011194,0.0404,59270.57894736842,596304
SINDH,Karachi Division,KORANGI DISTRICT,MODEL COLONY TEHSIL,546196,428937,262645,283476,9.0,5.86,75,0.010793,0.0128,60688.444444444445,117259
SINDH,Karachi Division,KORANGI DISTRICT,SHAH FAISAL TEHSIL,384389,262199,186906,197401,21.0,5.4,82,0.010562,0.0203,18304.238095238095,122190
SINDH,Karachi Division,KORANGI DISTRICT,AIRPORT TEHSIL,520830,387636,249095,271575,41.0,5.52,160,0.010902,0.0156,12703.170731707318,133194
SINDH,Karachi Division,MALIR DISTRICT,BIN QASIM TEHSIL,443241,181973,205932,237252,447.0,11.76,57,114.4611617,4.47523,991.5906040268457,261268
SINDH,Karachi Division,MALIR DISTRICT,GADAP TEHSIL,64153,35883,29396,34756,1104.0,4.58,1,118.2300,3.1,58.10960144927536,28270
SINDH,Karachi Division,MALIR DISTRICT,IBRAHIM HYDRI TEHSIL,385776,105192,182077,203681,97.0,6.18,18,111.8700,7.07,3977.0721649484535,280584
SINDH,Karachi Division,MALIR DISTRICT,MURAD MEMON TEHSIL,799765,439250,367299,432404,195.0,11.45,62,113.8411849,3.48315,4101.358974358975,360515
SINDH,Karachi Division,MALIR DISTRICT,SHAH MUREED TEHSIL,231411,152467,110625,120772,276.0,9.690000000000001,14,110.9710891,2.87213,838.445652173913,78944
SINDH,Larkana Division,JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,159019,117207,78429,80575,733.0,10.84,15,102.9510033,1.73046,216.94270122783084,41812
SINDH,Larkana Division,JACOBABAD DISTRICT,JACOBABAD TALUKA,382578,267998,186818,195672,664.0,11.67,88,105.0310445,2.09169,576.1716867469879,114580
SINDH,Larkana Division,JACOBABAD DISTRICT,THUL TALUKA,465412,341985,226814,238539,1301.0,10.96,59,105.2510485,0.91632,357.7340507302075,123427
SINDH,Larkana Division,KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,393374,268934,192634,200678,2260.0,12.29,62,103.9310489,1.74292,174.05929203539824,124440
SINDH,Larkana Division,KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,157934,98782,77334,80579,374.0,11.9,21,103.9310493,1.33854,422.2834224598931,59152
SINDH,Larkana Division,KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,151410,113779,74456,76934,309.0,11.96,20,103.3610323,1.21254,490.0,37631
SINDH,Larkana Division,KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,85767,63706,42146,43613,1033.0,11.84,8,103.6110321,0.48,83.027105517909,22061
SINDH,Larkana Division,KAMBAR SHAHDAD KOT DISTRICT,SHAHDAD KOT TALUKA,202564,126619,100003,102533,419.0,12.21,28,101.721031,1.24362,483.44630071599045,75945
SINDH,Larkana Division,KAMBAR SHAHDAD KOT DISTRICT,SUJAWAL JUNEJO TALUKA,117467,83026,57723,59729,385.0,6.28,15,103.4800,1.84,305.1090909090909,34441
SINDH,Larkana Division,KAMBAR SHAHDAD KOT DISTRICT,WARAH TALUKA,229519,169448,112994,116501,695.0,11.29,24,103.2310281,0.22807,330.2431654676259,60071
SINDH,Larkana Division,KASHMORE DISTRICT,KANDHKOT TALUKA,366111,217447,175998,190070,654.0,11.04,43,108.4410725,3.26204,559.802752293578,148664
SINDH,Larkana Division,KASHMORE DISTRICT,KASHMORE TALUKA,434966,268899,210254,224662,1262.0,12.15,50,106.6210773,2.65221,344.6640253565769,166067
SINDH,Larkana Division,KASHMORE DISTRICT,TANGWANI TALUKA,289259,190774,139306,149931,664.0,11.51,22,107.8610537,2.14293,435.63102409638554,98485
